grid,cdf_sim,density_sample
-36314.16859024905,5.408790363367255e-08,1.5672837029387143e-12
-36169.28103707851,5.408790363367255e-08,1.599013526231501e-12
-36024.39348390796,5.408790363367255e-08,1.631517650196945e-12
-35879.50593073742,5.408790363367255e-08,1.6648182161110028e-12
-35734.618377566876,5.408790363367255e-08,1.6989380919774739e-12
-35589.730824396334,5.408790363367255e-08,1.7339008994785683e-12
-35444.843271225785,5.6670287442191134e-08,1.769731042040664e-12
-35299.955718055244,5.6670287442191134e-08,1.806453734066363e-12
-35155.0681648847,5.6670287442191134e-08,1.844095031386417e-12
-35010.18061171415,5.6670287442191134e-08,1.882681862987687e-12
-34865.29305854361,5.935405571222727e-08,1.9222420640761148e-12
-34720.40550537307,5.935405571222727e-08,1.9628044105371487e-12
-34575.51795220252,6.210859352676701e-08,2.0043986548583018e-12
-34430.63039903198,6.210859352676701e-08,2.0470555635829687e-12
-34285.74284586144,6.210859352676701e-08,2.0908069563672182e-12
-34140.85529269089,6.210859352676701e-08,2.1356857467154873e-12
-33995.96773952035,6.210859352676701e-08,2.181725984475006e-12
-33851.080186349805,6.791349287766409e-08,2.2289629001727037e-12
-33706.192633179264,7.083630159016374e-08,2.277432951282982e-12
-33561.305080008715,7.083630159016374e-08,2.3271738705192376e-12
-33416.41752683817,7.083630159016374e-08,2.378224716246875e-12
-33271.52997366763,7.083630159016374e-08,2.4306259251209523e-12
-33126.64242049708,7.083630159016374e-08,2.4844193670567636e-12
-32981.75486732654,7.392338139971229e-08,2.539648402647792e-12
-32836.867314156,8.017845309605873e-08,2.5963579431512855e-12
-32691.979760985454,8.017845309605873e-08,2.6545945131684913e-12
-32547.09220781491,8.017845309605873e-08,2.7144063161531723e-12
-32402.204654644367,8.017845309605873e-08,2.775843302889559e-12
-32257.317101473822,8.017845309605873e-08,2.8389572430885395e-12
-32112.429548303277,8.017845309605873e-08,2.9038018002587916e-12
-31967.541995132735,8.017845309605873e-08,2.970432610018718e-12
-31822.65444196219,8.357236884770826e-08,3.038907362023699e-12
-31677.766888791648,8.357236884770826e-08,3.1092858856933584e-12
-31532.879335621103,8.357236884770826e-08,3.181630239933449e-12
-31387.99178245056,9.058549325672315e-08,3.25600480705828e-12
-31243.104229280016,9.058549325672315e-08,3.3324763911309383e-12
-31098.21667610947,9.414974127429749e-08,3.4111143209510927e-12
-30953.32912293893,9.778130248184801e-08,3.491990557933038e-12
-30808.441569768383,9.778130248184801e-08,3.5751798091309386e-12
-30663.55401659784,1.0517546183143013e-07,3.6607596456823725e-12
-30518.666463427297,1.0517546183143013e-07,3.748810626957698e-12
-30373.77891025675,1.1275247217332505e-07,3.839416430718924e-12
-30228.89135708621,1.1275247217332505e-07,3.932663989609559e-12
-30084.003803915664,1.1275247217332505e-07,4.02864363431624e-12
-29939.116250745123,1.1666780223250094e-07,4.127449243762348e-12
-29794.228697574577,1.2461444752348218e-07,4.229178402715752e-12
-29649.341144404032,1.2864776576026487e-07,4.333932567215036e-12
-29504.45359123349,1.3271644141432507e-07,4.441817238243473e-12
-29359.566038062945,1.368334464681578e-07,4.552942144105044e-12
-29214.6784848924,1.368334464681578e-07,4.667421431984821e-12
-29069.79093172186,1.368334464681578e-07,4.785373869205034e-12
-28924.903378551313,1.4541219801877907e-07,4.906923054719648e-12
-28780.01582538077,1.497587499849175e-07,5.032197641423238e-12
-28635.128272210226,1.497587499849175e-07,5.161331569885896e-12
-28490.240719039684,1.5421976228786669e-07,5.294464314163142e-12
-28345.35316586914,1.5421976228786669e-07,5.4317411403714184e-12
-28200.465612698594,1.5421976228786669e-07,5.57331337876174e-12
-28055.578059528052,1.634452426979193e-07,5.7193387100710784e-12
-27910.690506357507,1.634452426979193e-07,5.869981466980135e-12
-27765.80295318696,1.681859765261736e-07,6.02541295155893e-12
-27620.91540001642,1.681859765261736e-07,6.18581176963801e-12
-27476.02784684588,1.681859765261736e-07,6.351364183103559e-12
-27331.14029367533,1.7811008664728923e-07,6.5222644811790706e-12
-27186.252740504788,1.881155399321386e-07,6.69871537182554e-12
-27041.365187334246,1.881155399321386e-07,6.880928394466258e-12
-26896.4776341637,2.0358826747222767e-07,7.069124355321086e-12
-26751.590080993155,2.0880685425391067e-07,7.26353378672075e-12
-26606.702527822614,2.0880685425391067e-07,7.464397431862294e-12
-26461.81497465207,2.1416811281679133e-07,7.671966756564971e-12
-26316.927421481523,2.1957257262503497e-07,7.88650448968989e-12
-26172.03986831098,2.2510503562790417e-07,8.108285194000447e-12
-26027.15231514044,2.3068902233698336e-07,8.337595869360077e-12
-25882.26476196989,2.3634174318387937e-07,8.574736590294827e-12
-25737.37720879935,2.478379692546872e-07,8.820021180086196e-12
-25592.489655628808,2.6532390278455846e-07,9.073777923711658e-12
-25447.602102458262,2.771745146031234e-07,9.336350322108509e-12
-25302.714549287717,2.8313226559009866e-07,9.608097890413634e-12
-25157.826996117175,2.952607645494708e-07,9.889397003014733e-12
-25012.93944294663,3.0146203858653223e-07,1.0180641788452767e-11
-24868.051889776085,3.2025388212781926e-07,1.0482245077428934e-11
-24723.164336605543,3.3935188060122496e-07,1.0794639407404955e-11
-24578.276783435,3.3935188060122496e-07,1.111827808753599e-11
-24433.389230264453,3.3935188060122496e-07,1.1453636327946259e-11
-24288.50167709391,3.3935188060122496e-07,1.1801212437650698e-11
-24143.61412392337,3.5963817399111897e-07,1.216152909574258e-11
-23998.726570752824,3.7335408923876874e-07,1.2535134700806337e-11
-23853.83901758228,3.7335408923876874e-07,1.2922604803885663e-11
-23708.951464411737,3.7335408923876874e-07,1.3324543630733957e-11
-23564.06391124119,4.019886221964236e-07,1.3741585699506395e-11
-23419.176358070647,4.164964939248534e-07,1.4174397540518786e-11
-23274.288804900105,4.3859521797712454e-07,1.4623679525203138e-11
-23129.401251729563,4.46078155706852e-07,1.5090167811937977e-11
-22984.513698559014,4.5376207266182703e-07,1.557463641702267e-11
-22839.626145388473,4.6146473431617784e-07,1.6077899419708877e-11
-22694.73859221793,4.851291698571015e-07,1.6600813310898984e-11
-22549.851039047386,4.931983633532181e-07,1.7144279495877678e-11
-22404.96348587684,5.013767398119719e-07,1.7709246962264568e-11
-22260.0759327063,5.17994586032492e-07,1.829671512526862e-11
-22115.188379535753,5.348162923801928e-07,1.890773686329489e-11
-21970.30082636521,5.433688196025903e-07,1.95434217580098e-11
-21825.413273194667,5.520890359656382e-07,2.0204939554119032e-11
-21680.52572002412,5.609836123925577e-07,2.089352385536299e-11
-21535.638166853576,5.699256393724398e-07,2.1610476074596344e-11
-21390.750613683034,5.791191040144168e-07,2.2357169657303314e-11
-21245.863060512493,6.070502966069013e-07,2.3135054599519943e-11
-21100.975507341947,6.355413570974729e-07,2.3945662282900974e-11
-20956.087954171402,6.548144659817943e-07,2.4790610651600363e-11
-20811.20040100086,6.646477009142861e-07,2.5671609757740825e-11
-20666.312847830315,6.646477009142861e-07,2.659046770455579e-11
-20521.42529465977,6.9527385835711e-07,2.7549097018805816e-11
-20376.53774148923,7.055452086450386e-07,2.8549521486835304e-11
-20231.650188318683,7.160677239264347e-07,2.959388349165629e-11
-20086.762635148138,7.268162375294956e-07,3.068445189176197e-11
-19941.875081977596,7.704870448403438e-07,3.182363048600687e-11
-19796.98752880705,7.816549807040722e-07,3.301396711288009e-11
-19652.09997563651,8.040994998322497e-07,3.4258163436877934e-11
-19507.212422465964,8.040994998322497e-07,3.5559085479499534e-11
-19362.324869295422,8.393499526305359e-07,3.6919774957681536e-11
-19217.437316124877,8.753932073205858e-07,3.834346149831557e-11
-19072.54976295433,8.996959893079107e-07,3.983357580391219e-11
-18927.66220978379,9.120640128523312e-07,4.1393763851544274e-11
-18782.774656613245,9.374388968389795e-07,4.3027902215005983e-11
-18637.887103442703,1.0021798220897527e-06,4.4740114608732436e-11
-18492.999550272158,1.0418012726261199e-06,4.653478976153612e-11
-18348.111997101612,1.0686714136326142e-06,4.841660073872791e-11
-18203.22444393107,1.096178775603496e-06,5.0390525842821705e-11
-18058.336890760525,1.1241890528201554e-06,5.2461871235898844e-11
-17913.449337589984,1.210196691779119e-06,5.463629544097489e-11
-17768.56178441944,1.239276212953329e-06,5.691983589553737e-11
-17623.674231248893,1.2988364031606322e-06,5.931893774798148e-11
-17478.78667807835,1.390078205705612e-06,6.184048510718214e-11
-17333.899124907806,1.390078205705612e-06,6.449183497712874e-11
-17189.011571737265,1.4535002167131533e-06,6.728085413268383e-11
-17044.12401856672,1.4857691922188046e-06,7.02159592194097e-11
-16899.236465396174,1.5689051453575704e-06,7.330616039036833e-11
-16754.348912225632,1.5858842308322987e-06,7.656110882624042e-11
-16609.461359055087,1.6548076676679767e-06,7.999114852245032e-11
-16464.573805884545,1.6901543094576863e-06,8.360737276871952e-11
-16319.686252714,1.7080379589616406e-06,8.742168579320039e-11
-16174.798699543455,1.7631724204445138e-06,9.144687009564027e-11
-16029.911146372913,1.8006059717916856e-06,9.569666005271055e-11
-15885.023593202368,1.8392673647656999e-06,1.0018582244445509e-10
-15740.136040031826,1.9184202122500875e-06,1.0493024462480253e-10
-15595.248486861281,1.9794018270677487e-06,1.0994703114227436e-10
-15450.360933690736,2.0001799360968197e-06,1.1525460971069658e-10
-15305.473380520194,2.1270052305144953e-06,1.2087284753532148e-10
-15160.585827349649,2.3009802824175977e-06,1.268231791188957e-10
-15015.698274179107,2.4341208364747682e-06,1.3312874680682879e-10
-14870.810721008562,2.5247655190846405e-06,1.39814555482852e-10
-14725.923167838017,2.6882547849592386e-06,1.4690764299894196e-10
-14581.035614667475,2.8082025634542538e-06,1.5443726811874078e-10
-14436.14806149693,2.8082025634542538e-06,1.6243511797555756e-10
-14291.260508326388,3.0098626646987825e-06,1.7093553729818792e-10
-14146.372955155843,3.0617674475542342e-06,1.7997578194475715e-10
-14001.485401985297,3.2212376239519917e-06,1.895962996117716e-10
-13856.597848814756,3.3037109558657975e-06,1.99841040958681e-10
-13711.71029564421,3.6380850696919386e-06,2.1075780481455634e-10
-13566.822742473669,3.7538300675435168e-06,2.2239862162125783e-10
-13421.935189303123,3.8123987596472246e-06,2.3482017982636284e-10
-13277.047636132578,3.963833341414044e-06,2.480843005804333e-10
-13132.160082962037,4.1820110856288155e-06,2.6225846683016773e-10
-12987.272529791491,4.438064963237486e-06,2.7741641374719253e-10
-12842.38497662095,4.7003510665833525e-06,2.936387884099447e-10
-12697.497423450404,4.970305969414319e-06,3.110138877849078e-10
-12552.609870279859,5.2850473440768445e-06,3.296384853587964e-10
-12407.722317109317,5.356728669965687e-06,3.49618758285275e-10
-12262.834763938772,5.578838524382772e-06,3.7107132866416873e-10
-12117.94721076823,5.884906289798362e-06,3.94124434610163e-10
-11973.059657597685,5.962744923338423e-06,4.189192491422861e-10
-11828.17210442714,6.328302018756988e-06,4.4561136769494886e-10
-11683.284551256598,6.662624560109202e-06,4.74372488288045e-10
-11538.396998086053,7.221554811153836e-06,5.053923121834374e-10
-11393.509444915511,7.488641160998927e-06,5.388806973014369e-10
-11248.621891744966,7.994461606544133e-06,5.750701018978044e-10
-11103.73433857442,8.422438373777479e-06,6.142183621590429e-10
-10958.846785403879,8.814484242681124e-06,6.566118546423566e-10
-10813.959232233334,9.57606283786002e-06,7.025691030858588e-10
-10669.071679062792,9.838764602736268e-06,7.524448993106523e-10
-10524.184125892247,1.0600787082490899e-05,8.066350200537701e-10
-10379.296572721702,1.1222028692796074e-05,8.655816360053994e-10
-10234.40901955116,1.1749271998393878e-05,9.297795265604348e-10
-10089.521466380615,1.1991008859318011e-05,9.997832344283047e-10
-9944.633913210073,1.2683611244777907e-05,1.0762153190094556e-09
-9799.746360039528,1.3333415044616506e-05,1.1597758972473382e-09
-9654.858806868982,1.4343831411205747e-05,1.2512536966229282e-09
-9509.97125369844,1.5116999130366384e-05,1.3515388884692738e-09
-9365.083700527895,1.5994812221713446e-05,1.461638022584805e-09
-9220.196147357354,1.743155460011358e-05,1.5826914483917525e-09
-9075.308594186808,1.853466963959014e-05,1.7159936863514886e-09
-8930.421041016263,1.9191987020051208e-05,1.863017309453829e-09
-8785.533487845722,2.0563039436150112e-05,2.0254410126961147e-09
-8640.645934675176,2.226700052939085e-05,2.2051826940879835e-09
-8495.758381504631,2.3855081679330252e-05,2.4044385509062946e-09
-8350.87082833409,2.600067847432278e-05,2.6257294187030367e-09
-8205.983275163544,2.741169401469301e-05,2.8719558595349196e-09
-8061.095721993002,2.9545031321399914e-05,3.146463855013702e-09
-7916.208168822457,3.2338808607836574e-05,3.4531233985034892e-09
-7771.320615651912,3.4201625029087785e-05,3.796422834444282e-09
-7626.43306248137,3.652218707948745e-05,4.181582494551908e-09
-7481.545509310825,4.011459705511817e-05,4.614692074242622e-09
-7336.657956140283,4.444854755208561e-05,5.102877335944229e-09
-7191.770402969738,5.0004677577503644e-05,5.654503196081683e-09
-7046.882849799193,5.4186208271077074e-05,6.279422152753924e-09
-6901.995296628651,5.8591528382757377e-05,6.989279480715238e-09
-6757.107743458106,6.391614799841915e-05,7.797889848221916e-09
-6612.220190287564,7.075622909531178e-05,8.72170425484615e-09
-6467.332637117019,7.688400592092769e-05,9.78039180594377e-09
-6322.4450839464735,8.497157851560067e-05,1.0997568321093008e-08
-6177.557530775932,9.205032668431782e-05,1.2401713809870825e-08
-6032.6699776053865,0.00010178798860707864,1.4027334411052851e-08
-5887.782424434845,0.00011305789561990429,1.591644286453668e-08
-5742.8948712643,0.00012206349032185278,1.8120456957884638e-08
-5598.007318093754,0.00013703075105300295,2.070265054979817e-08
-5453.119764923213,0.00015420194685669068,2.3741340963078344e-08
-5308.232211752667,0.00017044482275714023,2.73340660648997e-08
-5163.344658582126,0.00019508856218167318,3.16031037069521e-08
-5018.45710541158,0.00021758728021372388,3.6702829881499713e-08
-4873.569552241035,0.00024522218346871767,4.2829622445343076e-08
-4728.6819990704935,0.0002735317274561132,5.023533002267488e-08
-4583.794445899948,0.000312466293167591,5.924579764183746e-08
-4438.9068927294065,0.00036147113239516247,7.028666502090627e-08
-4294.019339558861,0.000414241969937828,8.391978623142114e-08
-4149.131786388316,0.00048028807180342697,1.0089542807759156e-07
-4004.2442332177743,0.0005517740751992735,1.2222835852312895e-07
-3859.356680047229,0.0006437642447992868,1.4931088231698657e-07
-3714.4691268766874,0.0007553140038315277,1.8408438321487347e-07
-3569.581573706142,0.0008902882266240995,2.2930594494038647e-07
-3424.6940205356004,0.0010650211815009534,2.8897377869872e-07
-3279.8064673650515,0.0012554121306496504,3.6902501246059463e-07
-3134.91891419451,0.0014996366079994899,4.785096194093675e-07
-2990.031361023968,0.0018228172968538393,6.31593101280824e-07
-2845.1438078534266,0.0021830645155957408,8.509009918243711e-07
-2700.2562546828776,0.002649166627791343,1.1724637032305428e-06
-2555.368701512336,0.0033387771153475013,1.6503037961031497e-06
-2410.4811483417943,0.004181741779897408,2.3540374709604147e-06
-2265.5935951712454,0.005294407379469516,3.3619475771280664e-06
-2120.7060420007037,0.006706035930856403,4.784566857996935e-06
-1975.818488830162,0.008816647012139269,6.8262098351186915e-06
-1830.9309356596132,0.011590444724366798,9.851233221310006e-06
-1686.0433824890715,0.015159739166749713,1.4508468458307404e-05
-1541.1558293185299,0.020406109307451695,2.2126981381489174e-05
-1396.2682761479882,0.02789039571433586,3.538401425845591e-05
-1251.3807229774393,0.03819439108056164,5.909428719662953e-05
-1106.4931698068976,0.05426895694644647,0.00010097845202711497
-961.605616636356,0.07780359149730237,0.0001716651022272719
-816.7180634658071,0.11192431024516218,0.00028264413176190767
-671.8305102952654,0.16194849109341658,0.0004413667221096283
-526.9429571247238,0.2329519524803445,0.0006419705199428258
-382.05540395417484,0.32928266366026737,0.000847567859426897
-237.16785078363318,0.4454924438765823,0.0009789671734813106
-92.28029761309153,0.5663498803676025,0.0009560748191822603
52.60725555745012,0.6780689489050431,0.000785531566274849
197.49480872799904,0.7642852267954784,0.0005608953223142329
342.3823618985407,0.8314689056344493,0.0003657768888674685
487.26991506908234,0.8809720628731946,0.0002273069638396131
632.1574682396313,0.9152349236523857,0.00013788539876118444
777.0450214101729,0.9400368905253826,8.310707022024055e-05
921.9325745807146,0.9568378666898137,5.0801089260985414e-05
1066.8201277512635,0.9683083345402717,3.1901234928828844e-05
1211.7076809218051,0.9766615109810416,2.0560262648271584e-05
1356.5952340923468,0.9825863589797647,1.3608583985869203e-05
