grid,cdf_sim,density_sample
-33196.12213451866,6.770000221293032e-07,3.7990430687732824e-11
-33051.234581348115,6.954869135407293e-07,3.8786682751437144e-11
-32906.347028177566,7.142082038981144e-07,3.9603065873659674e-11
-32761.459475007025,7.142082038981144e-07,4.044017689380952e-11
-32616.571921836483,7.522907342348581e-07,4.129863297741433e-11
-32471.684368665938,7.715827629833547e-07,4.217907239885135e-11
-32326.796815495392,7.715827629833547e-07,4.308215535774217e-11
-32181.90926232485,7.715827629833547e-07,4.4008564830609816e-11
-32037.021709154305,7.715827629833547e-07,4.4959007459481196e-11
-31892.134155983764,7.715827629833547e-07,4.593421447921061e-11
-31747.24660281322,8.120342396976345e-07,4.6934942685384933e-11
-31602.359049642673,8.120342396976345e-07,4.7961975444779214e-11
-31457.47149647213,8.120342396976345e-07,4.9016123750425865e-11
-31312.583943301586,8.537125347831424e-07,5.009822732348266e-11
-31167.696390131045,8.748835428237635e-07,5.120915576418559e-11
-31022.8088369605,8.748835428237635e-07,5.2349809754314116e-11
-30877.921283789954,8.748835428237635e-07,5.352112231371259e-11
-30733.033730619412,8.748835428237635e-07,5.4724060113556883e-11
-30588.146177448867,8.748835428237635e-07,5.595962484919935e-11
-30443.258624278325,8.97118808616278e-07,5.722885467558513e-11
-30298.37107110778,9.19509082156075e-07,5.853282570838807e-11
-30153.483517937235,9.19509082156075e-07,5.987265359419906e-11
-30008.595964766693,9.425400462942387e-07,6.124949515328028e-11
-29863.708411596148,9.657950146704626e-07,6.266455009858828e-11
-29718.820858425606,9.657950146704626e-07,6.411906283499244e-11
-29573.93330525506,9.657950146704626e-07,6.561432434281902e-11
-29429.045752084516,9.657950146704626e-07,6.715167415009758e-11
-29284.158198913974,9.657950146704626e-07,6.873250239812817e-11
-29139.27064574343,1.0148738630339916e-06,7.03582520052561e-11
-28994.383092572883,1.0148738630339916e-06,7.203042093401787e-11
-28849.495539402342,1.0397747815180802e-06,7.375056456712418e-11
-28704.607986231797,1.0397747815180802e-06,7.552029819805902e-11
-28559.720433061255,1.0653642434058283e-06,7.734129964241209e-11
-28414.83287989071,1.1171211377107976e-06,7.9215311976422e-11
-28269.945326720168,1.1171211377107976e-06,8.114414640958398e-11
-28125.057773549623,1.1171211377107976e-06,8.312968529858787e-11
-27980.170220379077,1.1171211377107976e-06,8.517388531027887e-11
-27835.282667208536,1.198035227319123e-06,8.727878074179372e-11
-27690.39511403799,1.198035227319123e-06,8.94464870065181e-11
-27545.507560867445,1.2258314607401916e-06,9.16792042950274e-11
-27400.620007696903,1.2258314607401916e-06,9.397922142073754e-11
-27255.73245452636,1.2258314607401916e-06,9.634891986057082e-11
-27110.844901355817,1.254399819895628e-06,9.879077800159055e-11
-26965.95734818527,1.254399819895628e-06,1.0130737560522297e-10
-26821.06979501473,1.254399819895628e-06,1.0390139850140208e-10
-26676.182241844184,1.2839836492039164e-06,1.065756435257531e-10
-26531.29468867364,1.3138666440370284e-06,1.0933302371373518e-10
-26386.407135503097,1.3443999466782424e-06,1.1217657376655618e-10
-26241.519582332552,1.4061188413229527e-06,1.1510945580459437e-10
-26096.632029162007,1.4998820588523737e-06,1.1813496542507403e-10
-25951.744475991465,1.531234444270177e-06,1.212565380818073e-10
-25806.85692282092,1.562978279865192e-06,1.2447775580595864e-10
-25661.96936965038,1.562978279865192e-06,1.2780235428801572e-10
-25517.081816479833,1.6284536250494176e-06,1.3123423034246794e-10
-25372.19426330929,1.6284536250494176e-06,1.3477744977808237e-10
-25227.306710138746,1.6958613474166966e-06,1.384362556981916e-10
-25082.4191569682,1.7298934866555311e-06,1.4221507725700775e-10
-24937.53160379766,1.7298934866555311e-06,1.4611853889970644e-10
-24792.644050627114,1.7648407763619615e-06,1.5015147011588914e-10
-24647.75649745657,1.8353369878136898e-06,1.5431891573800443e-10
-24502.868944286027,1.9068655050709068e-06,1.5862614681846465e-10
-24357.981391115485,1.9789617762042085e-06,1.6307867212146799e-10
-24213.093837944936,2.015342041742301e-06,1.6768225026801216e-10
-24068.206284774395,2.015342041742301e-06,1.724429025752235e-10
-23923.318731603853,2.015342041742301e-06,1.7736692663397955e-10
-23778.431178433308,2.015342041742301e-06,1.8246091067185448e-10
-23633.543625262762,2.0923927826794644e-06,1.8773174875171264e-10
-23488.65607209222,2.0923927826794644e-06,1.9318665685981383e-10
-23343.768518921675,2.2110603499124696e-06,1.9883318994112694e-10
-23198.88096575113,2.250928728264868e-06,2.0467925994363542e-10
-23053.99341258059,2.332069324624699e-06,2.1073315493786247e-10
-22909.105859410047,2.332069324624699e-06,2.1700355938262337e-10
-22764.218306239498,2.332069324624699e-06,2.2349957561315866e-10
-22619.330753068956,2.374458899251017e-06,2.3023074663336094e-10
-22474.443199898415,2.417197866992128e-06,2.372070802998285e-10
-22329.55564672787,2.417197866992128e-06,2.4443907499194905e-10
-22184.668093557324,2.461118447604651e-06,2.5193774686923317e-10
-22039.780540386782,2.5060907797668203e-06,2.5971465882469485e-10
-21894.892987216237,2.597022705541976e-06,2.6778195125129967e-10
-21750.00543404569,2.643346575060356e-06,2.761523747473186e-10
-21605.11788087515,2.7366865170377867e-06,2.848393248960998e-10
-21460.23032770461,2.831330582020009e-06,2.9385687926616094e-10
-21315.34277453406,2.8796427918122904e-06,3.032198367887327e-10
-21170.455221363518,2.9768069329045873e-06,3.1294375968223656e-10
-21025.567668192976,3.026091045325675e-06,3.230450181063383e-10
-20880.68011502243,3.176838195973175e-06,3.335408377427226e-10
-20735.792561851886,3.278792710167808e-06,3.444493505153239e-10
-20590.905008681344,3.278792710167808e-06,3.557896486798429e-10
-20446.0174555108,3.383478607941084e-06,3.675818425307985e-10
-20301.129902340253,3.5966301692889747e-06,3.798471219945422e-10
-20156.24234916971,3.757949244718785e-06,3.92607822398591e-10
-20011.35479599917,3.812538028704479e-06,4.0588749473146263e-10
-19866.46724282862,4.034832303768643e-06,4.197109807332458e-10
-19721.57968965808,4.260762290117138e-06,4.341044931854774e-10
-19576.692136487538,4.375498685050017e-06,4.4909570179990986e-10
-19431.804583316993,4.491860545397767e-06,4.6471382513945497e-10
-19286.917030146447,4.728501246735777e-06,4.809897290416322e-10
-19142.029476975906,4.8482742812361375e-06,4.979560320550938e-10
-18997.14192380536,4.9091828672778354e-06,5.156472184440245e-10
-18852.254370634815,4.9091828672778354e-06,5.340997593635251e-10
-18707.366817464273,5.035550002248192e-06,5.533522428619866e-10
-18562.47926429373,5.099967107895528e-06,5.734455134244921e-10
-18417.591711123183,5.165034714273411e-06,5.944228218348913e-10
-18272.70415795264,5.364036547952177e-06,6.163299862040233e-10
-18127.8166047821,5.498896362193689e-06,6.392155650882092e-10
-17982.929051611554,5.976446537315467e-06,6.63131043706414e-10
-17838.04149844101,6.324550520689446e-06,6.881310343571602e-10
-17693.153945270467,6.324550520689446e-06,7.142734922382286e-10
-17548.266392099922,6.324550520689446e-06,7.416199479845383e-10
-17403.378838929377,6.470714460710934e-06,7.702357583633937e-10
-17258.491285758835,6.54555113190546e-06,8.001903767028376e-10
-17113.60373258829,6.54555113190546e-06,8.31557644779612e-10
-16968.716179417745,6.698875746212667e-06,8.644161080597381e-10
-16823.828626247203,6.9335077367229145e-06,8.98849356368886e-10
-16678.941073076658,7.332269173697901e-06,9.34946392273405e-10
-16534.053519906116,7.495461434098732e-06,9.728020296785243e-10
-16389.16596673557,7.660123680570173e-06,1.0125173254003057e-09
-16244.278413565029,7.743567230875321e-06,1.0542000467453108e-09
-16099.390860394484,8.08434264937967e-06,1.0979651784399544e-09
-15954.503307223938,8.171531910204237e-06,1.1439354725937224e-09
-15809.615754053397,8.52577127905898e-06,1.1922420457610996e-09
-15664.728200882852,8.887273318208108e-06,1.2430250275908344e-09
-15519.84064771231,9.256628019789307e-06,1.2964342660232525e-09
-15374.953094541765,9.537214024472195e-06,1.3526300945230957e-09
-15230.06554137122,9.632435983681986e-06,1.4117841674231759e-09
-15085.177988200678,1.0022663949667676e-05,1.4740803701112202e-09
-14940.290435030132,1.0519076263057927e-05,1.5397158115272383e-09
-14795.40288185959,1.1024352111853893e-05,1.6089019072615842e-09
-14650.515328689045,1.1024352111853893e-05,1.6818655624665454e-09
-14505.6277755185,1.1339169996705844e-05,1.758850464829198e-09
-14360.740222347958,1.1874024445989295e-05,1.8401184990160914e-09
-14215.852669177413,1.3295297322534716e-05,1.9259512953078642e-09
-14070.965116006872,1.3965477259868093e-05,2.0166519266139285e-09
-13926.077562836326,1.4650953412028336e-05,2.112546769716408e-09
-13781.190009665781,1.5585314375554805e-05,2.2139875484648e-09
-13636.30245649524,1.6295055138576097e-05,2.321353578757812e-09
-13491.414903324694,1.6900265562154573e-05,2.4350542375413298e-09
-13346.527350154152,1.7270927790707233e-05,2.5555316807608844e-09
-13201.639796983607,1.7651740881981346e-05,2.6832638382796015e-09
-13056.752243813062,1.881470766825111e-05,2.818767717261106e-09
-12911.86469064252,1.9476365122325435e-05,2.962603049483399e-09
